disease,ID
Schistosomiasis haematobia,C12.777.892.775
Urination Disorders,C12.777.934
Anuria,C12.777.934.141
Enuresis,C12.777.934.284
Diurnal Enuresis,C12.777.934.284.249
Nocturnal Enuresis,C12.777.934.284.500
Glycosuria,C12.777.934.363
"Glycosuria, Renal",C12.777.934.363.450
Hematuria,C12.777.934.442
Oliguria,C12.777.934.600
Polyuria,C12.777.934.616
Proteinuria,C12.777.934.734
Albuminuria,C12.777.934.734.269
Hemoglobinuria,C12.777.934.734.634
Urinary Incontinence,C12.777.934.852
"Urinary Incontinence, Stress",C12.777.934.852.249
"Urinary Incontinence, Urge",C12.777.934.852.500
Urinary Retention,C12.777.934.880
Urolithiasis,C12.777.967
Nephrolithiasis,C12.777.967.249
Kidney Calculi,C12.777.967.249.500
Staghorn Calculi,C12.777.967.249.500.500
Ureterolithiasis,C12.777.967.374
Ureteral Calculi,C12.777.967.374.500
Urinary Calculi,C12.777.967.500
Kidney Calculi,C12.777.967.500.503
Staghorn Calculi,C12.777.967.500.503.500
Ureteral Calculi,C12.777.967.500.851
Urinary Bladder Calculi,C12.777.967.500.925
Female Urogenital Diseases and Pregnancy Complications,C13
Female Urogenital Diseases,C13.351
"Genital Diseases, Female",C13.351.500
Adnexal Diseases,C13.351.500.056
Fallopian Tube Diseases,C13.351.500.056.390
Fallopian Tube Neoplasms,C13.351.500.056.390.390
Salpingitis,C13.351.500.056.390.890
Ovarian Diseases,C13.351.500.056.630
Anovulation,C13.351.500.056.630.050
"Menopause, Premature",C13.351.500.056.630.250
Oophoritis,C13.351.500.056.630.450
Ovarian Cysts,C13.351.500.056.630.580
Polycystic Ovary Syndrome,C13.351.500.056.630.580.765
Ovarian Hyperstimulation Syndrome,C13.351.500.056.630.642
Ovarian Neoplasms,C13.351.500.056.630.705
Brenner Tumor,C13.351.500.056.630.705.265
"Carcinoma, Endometrioid",C13.351.500.056.630.705.331
"Carcinoma, Ovarian Epithelial",C13.351.500.056.630.705.350
Granulosa Cell Tumor,C13.351.500.056.630.705.398
Hereditary Breast and Ovarian Cancer Syndrome,C13.351.500.056.630.705.431
Luteoma,C13.351.500.056.630.705.464
Meigs Syndrome,C13.351.500.056.630.705.531
Sertoli-Leydig Cell Tumor,C13.351.500.056.630.705.648
Thecoma,C13.351.500.056.630.705.765
Primary Ovarian Insufficiency,C13.351.500.056.630.750
Pelvic Inflammatory Disease,C13.351.500.056.750
Endometritis,C13.351.500.056.750.249
Oophoritis,C13.351.500.056.750.500
Parametritis,C13.351.500.056.750.750
Salpingitis,C13.351.500.056.750.875
Endometriosis,C13.351.500.163
Gynatresia,C13.351.500.320
Herpes Genitalis,C13.351.500.342
Infertility,C13.351.500.365
"Infertility, Female",C13.351.500.365.700
Reproductive Tract Infections,C13.351.500.630
"Sexual Dysfunction, Physiological",C13.351.500.665
Dyspareunia,C13.351.500.665.313
Vaginismus,C13.351.500.665.656
Sexually Transmitted Diseases,C13.351.500.711
"Sexually Transmitted Diseases, Bacterial",C13.351.500.711.281
Chancroid,C13.351.500.711.281.201
Chlamydia Infections,C13.351.500.711.281.301
Lymphogranuloma Venereum,C13.351.500.711.281.301.490
Gonorrhea,C13.351.500.711.281.401
Granuloma Inguinale,C13.351.500.711.281.451
Syphilis,C13.351.500.711.281.859
"Tuberculosis, Female Genital",C13.351.500.758
Uterine Diseases,C13.351.500.852
Adenomyosis,C13.351.500.852.113
Endometrial Hyperplasia,C13.351.500.852.228
Endometritis,C13.351.500.852.299
Hematometra,C13.351.500.852.495
Pyometra,C13.351.500.852.544
Uterine Cervical Diseases,C13.351.500.852.593
Uterine Cervical Dysplasia,C13.351.500.852.593.074
Atypical Squamous Cells of the Cervix,C13.351.500.852.593.074.249
Squamous Intraepithelial Lesions of the Cervix,C13.351.500.852.593.074.500
Uterine Cervical Erosion,C13.351.500.852.593.112
Uterine Cervical Incompetence,C13.351.500.852.593.120
Uterine Cervical Neoplasms,C13.351.500.852.593.131
Uterine Cervicitis,C13.351.500.852.593.150
Uterine Hemorrhage,C13.351.500.852.691
Menorrhagia,C13.351.500.852.691.449
Metrorrhagia,C13.351.500.852.691.622
Uterine Inversion,C13.351.500.852.726
Uterine Neoplasms,C13.351.500.852.762
Endometrial Neoplasms,C13.351.500.852.762.200
Endometrial Stromal Tumors,C13.351.500.852.762.200.500
"Sarcoma, Endometrial Stromal",C13.351.500.852.762.200.500.500
Uterine Cervical Neoplasms,C13.351.500.852.762.850
Uterine Prolapse,C13.351.500.852.833
Uterine Retroversion,C13.351.500.852.900
Uterine Rupture,C13.351.500.852.904
Uterine Perforation,C13.351.500.852.904.500
Vaginal Diseases,C13.351.500.894
Hematocolpos,C13.351.500.894.300
Hydrocolpos,C13.351.500.894.500
Vaginal Discharge,C13.351.500.894.700
Leukorrhea,C13.351.500.894.700.500
Vaginal Fistula,C13.351.500.894.767
Rectovaginal Fistula,C13.351.500.894.767.249
Vesicovaginal Fistula,C13.351.500.894.767.500
Vaginal Neoplasms,C13.351.500.894.834
Vaginismus,C13.351.500.894.870
Vaginitis,C13.351.500.894.906
Atrophic Vaginitis,C13.351.500.894.906.316
Trichomonas Vaginitis,C13.351.500.894.906.633
"Vaginosis, Bacterial",C13.351.500.894.906.800
Vulvovaginitis,C13.351.500.894.906.820
"Candidiasis, Vulvovaginal",C13.351.500.894.906.820.500
Vulvar Diseases,C13.351.500.944
Pruritus Vulvae,C13.351.500.944.626
Vulvar Lichen Sclerosus,C13.351.500.944.815
Vulvar Neoplasms,C13.351.500.944.819
Vulvitis,C13.351.500.944.902
Vulvar Vestibulitis,C13.351.500.944.902.368
Vulvovaginitis,C13.351.500.944.902.737
"Candidiasis, Vulvovaginal",C13.351.500.944.902.737.500
Vulvodynia,C13.351.500.944.951
Pelvic Floor Disorders,C13.351.625
"Tuberculosis, Urogenital",C13.351.750
"Tuberculosis, Female Genital",C13.351.750.940
"Tuberculosis, Renal",C13.351.750.970
Urogenital Abnormalities,C13.351.875
Bladder Exstrophy,C13.351.875.132
Disorders of Sex Development,C13.351.875.253
"46, XX Disorders of Sex Development",C13.351.875.253.064
"46, XX Testicular Disorders of Sex Development",C13.351.875.253.064.124
"Gonadal Dysgenesis, 46,XX",C13.351.875.253.064.249
Hyperandrogenism,C13.351.875.253.064.500
Adrenogenital Syndrome,C13.351.875.253.090
"Adrenal Hyperplasia, Congenital",C13.351.875.253.090.500
Hyperandrogenism,C13.351.875.253.090.750
"Disorder of Sex Development, 46,XY",C13.351.875.253.096
Androgen-Insensitivity Syndrome,C13.351.875.253.096.500
Denys-Drash Syndrome,C13.351.875.253.096.562
Frasier Syndrome,C13.351.875.253.096.624
"Gonadal Dysgenesis, 46,XY",C13.351.875.253.096.687
Gonadoblastoma,C13.351.875.253.096.687.500
Kallmann Syndrome,C13.351.875.253.096.750
WAGR Syndrome,C13.351.875.253.096.875
Gonadal Dysgenesis,C13.351.875.253.309
"Gonadal Dysgenesis, 46,XX",C13.351.875.253.309.193
"Gonadal Dysgenesis, 46,XY",C13.351.875.253.309.388
Gonadoblastoma,C13.351.875.253.309.388.500
"Gonadal Dysgenesis, Mixed",C13.351.875.253.309.391
Sexual Infantilism,C13.351.875.253.309.631
Turner Syndrome,C13.351.875.253.309.872
Ovotesticular Disorders of Sex Development,C13.351.875.253.343
Sex Chromosome Disorders of Sex Development,C13.351.875.253.795
Freemartinism,C13.351.875.253.795.124
"Gonadal Dysgenesis, Mixed",C13.351.875.253.795.249
Klinefelter Syndrome,C13.351.875.253.795.500
Turner Syndrome,C13.351.875.253.795.750
Epispadias,C13.351.875.374
Fraser Syndrome,C13.351.875.397
Fused Kidney,C13.351.875.420
Hypospadias,C13.351.875.466
Multicystic Dysplastic Kidney,C13.351.875.558
"Nephritis, Hereditary",C13.351.875.742
Retrocaval Ureter,C13.351.875.811
Solitary Kidney,C13.351.875.846
Urinary Fistula,C13.351.875.881
Urinary Bladder Fistula,C13.351.875.881.312
Vesicovaginal Fistula,C13.351.875.881.312.733
Urogenital Neoplasms,C13.351.937
"Genital Neoplasms, Female",C13.351.937.418
Fallopian Tube Neoplasms,C13.351.937.418.365
Ovarian Neoplasms,C13.351.937.418.685
Brenner Tumor,C13.351.937.418.685.265
"Carcinoma, Endometrioid",C13.351.937.418.685.331
"Carcinoma, Ovarian Epithelial",C13.351.937.418.685.350
Granulosa Cell Tumor,C13.351.937.418.685.398
Hereditary Breast and Ovarian Cancer Syndrome,C13.351.937.418.685.431
Luteoma,C13.351.937.418.685.464
Meigs Syndrome,C13.351.937.418.685.531
Sertoli-Leydig Cell Tumor,C13.351.937.418.685.648
Thecoma,C13.351.937.418.685.765
Uterine Neoplasms,C13.351.937.418.875
Endometrial Neoplasms,C13.351.937.418.875.200
"Carcinoma, Endometrioid",C13.351.937.418.875.200.124
Endometrial Stromal Tumors,C13.351.937.418.875.200.374
"Sarcoma, Endometrial Stromal",C13.351.937.418.875.200.374.500
Uterine Cervical Neoplasms,C13.351.937.418.875.850
Vaginal Neoplasms,C13.351.937.418.937
Vulvar Neoplasms,C13.351.937.418.968
Urologic Neoplasms,C13.351.937.820
Kidney Neoplasms,C13.351.937.820.535
"Carcinoma, Renal Cell",C13.351.937.820.535.160
Wilms Tumor,C13.351.937.820.535.585
Denys-Drash Syndrome,C13.351.937.820.535.585.220
WAGR Syndrome,C13.351.937.820.535.585.950
"Nephroma, Mesoblastic",C13.351.937.820.535.790
Ureteral Neoplasms,C13.351.937.820.875
Urethral Neoplasms,C13.351.937.820.890
Urinary Bladder Neoplasms,C13.351.937.820.945
Urologic Diseases,C13.351.968
Kidney Diseases,C13.351.968.419
AIDS-Associated Nephropathy,C13.351.968.419.050
Anuria,C13.351.968.419.078
Diabetes Insipidus,C13.351.968.419.135
"Diabetes Insipidus, Nephrogenic",C13.351.968.419.135.500
"Diabetes Insipidus, Neurogenic",C13.351.968.419.135.750
Wolfram Syndrome,C13.351.968.419.135.875
Diabetic Nephropathies,C13.351.968.419.192
Hepatorenal Syndrome,C13.351.968.419.291
Hydronephrosis,C13.351.968.419.307
Pyonephrosis,C13.351.968.419.307.500
Hyperoxaluria,C13.351.968.419.313
"Hyperoxaluria, Primary",C13.351.968.419.313.500
"Hypertension, Renal",C13.351.968.419.331
"Hypertension, Renovascular",C13.351.968.419.331.490
Kidney Cortex Necrosis,C13.351.968.419.393
"Kidney Diseases, Cystic",C13.351.968.419.403
Medullary Sponge Kidney,C13.351.968.419.403.500
Multicystic Dysplastic Kidney,C13.351.968.419.403.750
Polycystic Kidney Diseases,C13.351.968.419.403.875
"Polycystic Kidney, Autosomal Dominant",C13.351.968.419.403.875.500
"Polycystic Kidney, Autosomal Recessive",C13.351.968.419.403.875.510
Kidney Neoplasms,C13.351.968.419.473
"Carcinoma, Renal Cell",C13.351.968.419.473.160
"Nephroma, Mesoblastic",C13.351.968.419.473.372
Wilms Tumor,C13.351.968.419.473.585
Denys-Drash Syndrome,C13.351.968.419.473.585.220
WAGR Syndrome,C13.351.968.419.473.585.950
Kidney Papillary Necrosis,C13.351.968.419.493
Nephritis,C13.351.968.419.570
Glomerulonephritis,C13.351.968.419.570.363
Anti-Glomerular Basement Membrane Disease,C13.351.968.419.570.363.304
"Glomerulonephritis, IGA",C13.351.968.419.570.363.608
"Glomerulonephritis, Membranoproliferative",C13.351.968.419.570.363.615
"Glomerulonephritis, Membranous",C13.351.968.419.570.363.625
"Glomerulosclerosis, Focal Segmental",C13.351.968.419.570.363.640
Lupus Nephritis,C13.351.968.419.570.363.680
"Nephritis, Hereditary",C13.351.968.419.570.620
"Nephritis, Interstitial",C13.351.968.419.570.643
Balkan Nephropathy,C13.351.968.419.570.643.150
Pyelonephritis,C13.351.968.419.570.643.790
"Pyelonephritis, Xanthogranulomatous",C13.351.968.419.570.643.790.810
Pyelitis,C13.351.968.419.570.821
Pyelocystitis,C13.351.968.419.570.821.358
Pyelonephritis,C13.351.968.419.570.821.717
"Pyelonephritis, Xanthogranulomatous",C13.351.968.419.570.821.717.810
Nephrocalcinosis,C13.351.968.419.590
Nephrolithiasis,C13.351.968.419.600
Kidney Calculi,C13.351.968.419.600.500
Staghorn Calculi,C13.351.968.419.600.500.500
Nephrosclerosis,C13.351.968.419.610
Nephrosis,C13.351.968.419.630
"Nephrosis, Lipoid",C13.351.968.419.630.477
Nephrotic Syndrome,C13.351.968.419.630.643
Perinephritis,C13.351.968.419.685
Renal Artery Obstruction,C13.351.968.419.775
Renal Insufficiency,C13.351.968.419.780
Acute Kidney Injury,C13.351.968.419.780.050
"Kidney Tubular Necrosis, Acute",C13.351.968.419.780.050.500
Cardio-Renal Syndrome,C13.351.968.419.780.400
"Renal Insufficiency, Chronic",C13.351.968.419.780.750
"Kidney Failure, Chronic",C13.351.968.419.780.750.500
Frasier Syndrome,C13.351.968.419.780.750.500.500
Renal Nutcracker Syndrome,C13.351.968.419.787
Chronic Kidney Disease-Mineral and Bone Disorder,C13.351.968.419.795
"Renal Tubular Transport, Inborn Errors",C13.351.968.419.815
"Acidosis, Renal Tubular",C13.351.968.419.815.093
Bartter Syndrome,C13.351.968.419.815.279
Dent Disease,C13.351.968.419.815.364
Fanconi Syndrome,C13.351.968.419.815.450
Gitelman Syndrome,C13.351.968.419.815.491
"Glycosuria, Renal",C13.351.968.419.815.532
"Hypophosphatemia, Familial",C13.351.968.419.815.647
Familial Hypophosphatemic Rickets,C13.351.968.419.815.647.500
Liddle Syndrome,C13.351.968.419.815.683
Oculocerebrorenal Syndrome,C13.351.968.419.815.720
Pseudohypoaldosteronism,C13.351.968.419.815.770
Renal Aminoacidurias,C13.351.968.419.815.885
Cystinuria,C13.351.968.419.815.885.250
Hartnup Disease,C13.351.968.419.815.885.625
"Tuberculosis, Renal",C13.351.968.419.912
Uremia,C13.351.968.419.936
Azotemia,C13.351.968.419.936.231
Hemolytic-Uremic Syndrome,C13.351.968.419.936.463
Atypical Hemolytic Uremic Syndrome,C13.351.968.419.936.463.500
Zellweger Syndrome,C13.351.968.419.978
Ureteral Diseases,C13.351.968.725
Ureteral Neoplasms,C13.351.968.725.676
Ureteral Obstruction,C13.351.968.725.776
Ureterocele,C13.351.968.725.876
Ureterolithiasis,C13.351.968.725.938
Ureteral Calculi,C13.351.968.725.938.500
Urethral Diseases,C13.351.968.767
Epispadias,C13.351.968.767.374
Urethral Neoplasms,C13.351.968.767.601
Urethral Obstruction,C13.351.968.767.700
Urethral Stricture,C13.351.968.767.700.700
Urinary Bladder Neck Obstruction,C13.351.968.767.700.850
Urethritis,C13.351.968.767.851
Urinary Bladder Diseases,C13.351.968.829
Bladder Exstrophy,C13.351.968.829.132
Cystitis,C13.351.968.829.495
"Cystitis, Interstitial",C13.351.968.829.495.500
Pyelocystitis,C13.351.968.829.495.750
Cystocele,C13.351.968.829.508
Urinary Bladder Calculi,C13.351.968.829.521
Urinary Bladder Fistula,C13.351.968.829.548
Vesicovaginal Fistula,C13.351.968.829.548.733
Urinary Bladder Neck Obstruction,C13.351.968.829.601
Urinary Bladder Neoplasms,C13.351.968.829.707
"Urinary Bladder, Neurogenic",C13.351.968.829.760
"Urinary Bladder, Overactive",C13.351.968.829.813
"Urinary Bladder, Underactive",C13.351.968.829.867
Vesico-Ureteral Reflux,C13.351.968.829.920
Urinary Tract Infections,C13.351.968.892
Bacteriuria,C13.351.968.892.219
Pyuria,C13.351.968.892.719
Schistosomiasis haematobia,C13.351.968.892.775
Urination Disorders,C13.351.968.934
Anuria,C13.351.968.934.070
Enuresis,C13.351.968.934.252
Diurnal Enuresis,C13.351.968.934.252.249
Nocturnal Enuresis,C13.351.968.934.252.500
Glycosuria,C13.351.968.934.363
"Glycosuria, Renal",C13.351.968.934.363.450
Hematuria,C13.351.968.934.442
Oliguria,C13.351.968.934.600
Polyuria,C13.351.968.934.616
Proteinuria,C13.351.968.934.734
Albuminuria,C13.351.968.934.734.269
Hemoglobinuria,C13.351.968.934.734.634
Urinary Incontinence,C13.351.968.934.814
"Urinary Incontinence, Stress",C13.351.968.934.814.500
"Urinary Incontinence, Urge",C13.351.968.934.814.750
Urinary Retention,C13.351.968.934.880
Urolithiasis,C13.351.968.967
Nephrolithiasis,C13.351.968.967.249
Kidney Calculi,C13.351.968.967.249.500
Staghorn Calculi,C13.351.968.967.249.500.500
Ureterolithiasis,C13.351.968.967.374
Ureteral Calculi,C13.351.968.967.374.500
Urinary Calculi,C13.351.968.967.500
Kidney Calculi,C13.351.968.967.500.503
Staghorn Calculi,C13.351.968.967.500.503.500
Ureteral Calculi,C13.351.968.967.500.851
Urinary Bladder Calculi,C13.351.968.967.500.925
Pregnancy Complications,C13.703
"Abortion, Spontaneous",C13.703.039
"Abortion, Habitual",C13.703.039.089
Uterine Cervical Incompetence,C13.703.039.089.339
"Abortion, Incomplete",C13.703.039.093
"Abortion, Missed",C13.703.039.173
"Abortion, Septic",C13.703.039.256
"Abortion, Veterinary",C13.703.039.422
Embryo Loss,C13.703.039.711
"Abortion, Threatened",C13.703.090
Chorea Gravidarum,C13.703.141
"Diabetes, Gestational",C13.703.170
Fetal Macrosomia,C13.703.170.500
Fetal Death,C13.703.223
Fetal Resorption,C13.703.223.300
Stillbirth,C13.703.223.650
Fetal Diseases,C13.703.277
Chorioamnionitis,C13.703.277.030
Echogenic Bowel,C13.703.277.050
"Erythroblastosis, Fetal",C13.703.277.060
Hydrops Fetalis,C13.703.277.060.480
Fetal Alcohol Spectrum Disorders,C13.703.277.220
Fetal Growth Retardation,C13.703.277.370
Fetal Hypoxia,C13.703.277.390
Fetal Macrosomia,C13.703.277.570
Fetal Nutrition Disorders,C13.703.277.677
Meconium Aspiration Syndrome,C13.703.277.785
Pyelectasis,C13.703.277.838
"Hypertension, Pregnancy-Induced",C13.703.395
Eclampsia,C13.703.395.124
HELLP Syndrome,C13.703.395.186
Pre-Eclampsia,C13.703.395.249
Maternal Death,C13.703.401
Morning Sickness,C13.703.407
Hyperemesis Gravidarum,C13.703.407.500
Nuchal Cord,C13.703.413
Obstetric Labor Complications,C13.703.420
Abruptio Placentae,C13.703.420.078
Breech Presentation,C13.703.420.183
Cephalopelvic Disproportion,C13.703.420.235
Dystocia,C13.703.420.288
Uterine Inertia,C13.703.420.288.728
"Fetal Membranes, Premature Rupture",C13.703.420.339
Chorioamnionitis,C13.703.420.339.260
"Obstetric Labor, Premature",C13.703.420.491
Premature Birth,C13.703.420.491.500
Placenta Accreta,C13.703.420.643
Placenta Previa,C13.703.420.714
Postpartum Hemorrhage,C13.703.420.725
Uterine Inversion,C13.703.420.814
Uterine Rupture,C13.703.420.904
Vasa Previa,C13.703.420.952
Oligohydramnios,C13.703.560
Pelvic Floor Disorders,C13.703.565
Pemphigoid Gestationis,C13.703.570
Perinatal Death,C13.703.572
"Phenylketonuria, Maternal",C13.703.575
Placenta Diseases,C13.703.590
Abruptio Placentae,C13.703.590.132
Chorioamnionitis,C13.703.590.268
Placenta Accreta,C13.703.590.609
Placenta Previa,C13.703.590.734
"Placenta, Retained",C13.703.590.767
Placental Insufficiency,C13.703.590.800
Polyhydramnios,C13.703.610
"Pregnancy Complications, Cardiovascular",C13.703.634
"Embolism, Amniotic Fluid",C13.703.634.404
"Pregnancy Complications, Hematologic",C13.703.667
"Pregnancy Complications, Infectious",C13.703.700
"Abortion, Septic",C13.703.700.173
"Pregnancy Complications, Parasitic",C13.703.700.680
Puerperal Infection,C13.703.700.715
"Pregnancy Complications, Neoplastic",C13.703.720
Trophoblastic Neoplasms,C13.703.720.949
Choriocarcinoma,C13.703.720.949.208
"Choriocarcinoma, Non-gestational",C13.703.720.949.208.438
"Trophoblastic Tumor, Placental Site",C13.703.720.949.208.875
Gestational Trophoblastic Disease,C13.703.720.949.416
Hydatidiform Mole,C13.703.720.949.416.875
"Hydatidiform Mole, Invasive",C13.703.720.949.416.875.500
Pregnancy in Diabetics,C13.703.726
Fetal Macrosomia,C13.703.726.570
"Pregnancy, Ectopic",C13.703.733
"Pregnancy, Abdominal",C13.703.733.536
"Pregnancy, Angular",C13.703.733.619
"Pregnancy, Cornual",C13.703.733.640
"Pregnancy, Heterotopic",C13.703.733.650
"Pregnancy, Ovarian",C13.703.733.661
"Pregnancy, Tubal",C13.703.733.703
"Pregnancy, Interstitial",C13.703.733.703.500
"Pregnancy, Prolonged",C13.703.805
Prenatal Injuries,C13.703.824
Prenatal Exposure Delayed Effects,C13.703.824.500
Puerperal Disorders,C13.703.844
"Depression, Postpartum",C13.703.844.253
Lactation Disorders,C13.703.844.506
Galactorrhea,C13.703.844.506.389
Chiari-Frommel Syndrome,C13.703.844.506.389.500
Mastitis,C13.703.844.603
Granulomatous Mastitis,C13.703.844.603.400
Postpartum Hemorrhage,C13.703.844.700
Postpartum Thyroiditis,C13.703.844.714
Pubic Symphysis Diastasis,C13.703.844.728
Puerperal Infection,C13.703.844.757
Cardiovascular Diseases,C14
Cardiovascular Abnormalities,C14.240
"Heart Defects, Congenital",C14.240.400
22q11 Deletion Syndrome,C14.240.400.021
DiGeorge Syndrome,C14.240.400.021.500
Alagille Syndrome,C14.240.400.044
Aortic Coarctation,C14.240.400.090
Arrhythmogenic Right Ventricular Dysplasia,C14.240.400.145
Barth Syndrome,C14.240.400.172
Cor Triatriatum,C14.240.400.200
Coronary Vessel Anomalies,C14.240.400.210
Bland White Garland Syndrome,C14.240.400.210.249
Myocardial Bridging,C14.240.400.210.500
Crisscross Heart,C14.240.400.220
Dextrocardia,C14.240.400.280
Kartagener Syndrome,C14.240.400.280.500
"Ductus Arteriosus, Patent",C14.240.400.340
Ebstein Anomaly,C14.240.400.395
Ectopia Cordis,C14.240.400.422
Eisenmenger Complex,C14.240.400.450
Heart Septal Defects,C14.240.400.560
Aortopulmonary Septal Defect,C14.240.400.560.098
"Truncus Arteriosus, Persistent",C14.240.400.560.098.500
Endocardial Cushion Defects,C14.240.400.560.350
"Heart Septal Defects, Atrial",C14.240.400.560.375
"Foramen Ovale, Patent",C14.240.400.560.375.258
Lutembacher Syndrome,C14.240.400.560.375.518
"Heart Septal Defects, Ventricular",C14.240.400.560.540
Heterotaxy Syndrome,C14.240.400.592
Hypoplastic Left Heart Syndrome,C14.240.400.625
Isolated Noncompaction of the Ventricular Myocardium,C14.240.400.660
LEOPARD Syndrome,C14.240.400.695
